QUESTION,  50, SexualOrientation,"What would you say your sexual orientation is?"
QUESTION,  51, GenderCombos,     "Which gender are you MOST attracted to?"
QUESTION,  52, GenderCombos,     "Which gender are you LEAST attracted to?"
QUESTION,  53, GenderCombos,     "Which gender are you attracted to?"
QUESTION,  54, YesNo,			 "Do you use birth control?"
QUESTION,  55, YesNo,			 "Do you have any STDs?"
QUESTION,  56, YesNo,			 "Have you ever had a one night stand?"

# Basic demographic questions
QUESTION,  57, OneBlankEntry,	 "How old are you?"
QUESTION,  58, MonthsOfYear,	 "In which month were you born?"
QUESTION,  59, OneBlankEntry,	 "In which country were you born?"
QUESTION,  60, OneBlankEntry,	 "What is your nationality?"
QUESTION,  61, OneBlankEntry,	 "What is your current zip code?"
QUESTION,  61, OneBlankEntry,	 "What is your current zip code?"
QUESTION,  62, IncomeRanges,	 "What is your annual income?"
QUESTION,  63, OneBlankEntry,	 "What do you do for a living?"
QUESTION,  64, EducationLevel,	 "What is your current level of education?"
QUESTION,  65, OneBlankEntry,	 "What was your major in college, or if you have not gone, what would you like to major in?"

# Questions about those around you.
QUESTION,  66, OneBlankEntry,    "How many siblings do you have?"
QUESTION,  67, OneBlankEntry,    "How many older siblings do you have?"
QUESTION,  68, OneBlankEntry,    "How many younger siblings do you have?"
QUESTION,  69, HairColorChoices, "What color hair does your mother have?"
QUESTION,  70, HairColorChoices, "What color hair does your father have?"
QUESTION,  71, EyeColorChoices,  "What color eyes does your mother have?"
QUESTION,  72, EyeColorChoices,  "What color eyes does your father have?"


# TODO(fedele): big 5 personality questions
# TODO(fedele): some general intelligence questions
# TODO(fedele): some basic questions from OkCupid
# TODO(fedele): basic mendelian traits in humans
